ngay_dat_mua,ma_don_hang,khach_hang,tong_gia_tri_hang
1/9/21,CA-2021-108882,Laura Armstrong,728
3/11/21,CA-2021-108959,Maya Herman,105
9/9/21,CA-2021-108987,Anna Gayman,2621
4/23/21,CA-2021-109057,Tonja Turnell,24
5/10/21,CA-2021-109176,Julia West,89
2/8/21,CA-2021-109344,Cathy Hwang,1128
11/4/21,CA-2021-109365,Xylona Preis,562
5/3/21,CA-2021-109400,Nick Radford,367
1/24/21,CA-2021-109407,Henry Goldwyn,31
4/11/21,CA-2021-109652,Quincy Jones,14
4/20/21,CA-2021-109666,Kunst Miller,633
12/6/21,CA-2021-109722,Theone Pippenger,1285
9/23/21,CA-2021-109743,Sally Hughsby,105
9/18/21,CA-2021-109806,Jim Sink,100
11/21/21,CA-2021-109820,Allen Goldenen,33
12/26/21,CA-2021-109827,Laurel Workman,499
4/23/21,CA-2021-109869,Tanja Norvell,1588
5/13/21,CA-2021-109911,Vivek Grady,11
11/7/21,CA-2021-109925,Irene Maddox,85
7/15/21,CA-2021-109953,Raymond Buch,293
9/9/21,CA-2021-110009,Toby Ritter,74
9/10/21,CA-2021-110023,Troy Staebel,15
6/29/21,CA-2021-110044,Roland Fjeld,360
9/19/21,CA-2021-110086,Bill Donatelli,240
8/5/21,CA-2021-110254,Max Ludwig,159
9/6/21,CA-2021-110366,Jonathan Doherty,83
2/12/21,CA-2021-110492,John Stevenson,1366
4/8/21,CA-2021-110499,Yoseph Carroll,1200
9/24/21,CA-2021-110730,Candace McMahon,14
11/21/21,CA-2021-110772,Nick Zandusky,381
3/7/21,CA-2021-110898,Lena Cacioppo,309
12/26/21,CA-2021-110975,Darren Budd,1180
6/6/21,CA-2021-110982,Chloris Kastensmidt,80
1/22/21,CA-2021-111010,Paul Gonzalez,8
7/26/21,CA-2021-111115,Larry Blacks,21
11/20/21,CA-2021-111143,Tim Taslimi,55
4/2/21,CA-2021-111213,Frank Preis,1385
3/1/21,CA-2021-111283,Lena Cacioppo,111
7/24/21,CA-2021-111318,Ivan Liston,115
9/19/21,CA-2021-111409,Patrick O'Brill,3
9/18/21,CA-2021-111416,Luke Weiss,232
10/22/21,CA-2021-111493,Charles McCrossin,98
12/28/21,CA-2021-111605,Joni Wasserman,3
6/18/21,CA-2021-111682,Ted Butterfield,655
5/9/21,CA-2021-111696,Trudy Brown,18
10/2/21,CA-2021-111794,Hunter Glantz,108
8/5/21,CA-2021-111913,Linda Cazamias,335
12/26/21,CA-2021-111941,Brian DeCherney,34
3/9/21,CA-2021-111976,Brian DeCherney,115
7/31/21,CA-2021-112025,Lindsay Shagiari,9
12/5/21,CA-2021-112060,Kean Takahito,105
4/13/21,CA-2021-112102,Brian Dahlen,449
7/9/21,CA-2021-112109,Joe Elijah,725
3/4/21,CA-2021-112123,Brosina Hoffman,1094
7/24/21,CA-2021-112256,Chloris Kastensmidt,204
9/11/21,CA-2021-112277,Steve Chapman,520
10/22/21,CA-2021-112340,Neoma Murray,23
5/10/21,CA-2021-112382,Mick Brown,19
10/30/21,CA-2021-112389,Jim Mitchum,52
12/30/21,CA-2021-112578,Frank Olsen,42
7/31/21,CA-2021-112585,Rob Williams,716
4/15/21,CA-2021-112669,Kean Takahito,977
5/6/21,CA-2021-112676,Patrick Jones,14
12/19/21,CA-2021-112697,Alan Haines,1410
9/3/21,CA-2021-112739,Ross DeVincentis,168
6/7/21,CA-2021-112830,Liz Preis,549
9/10/21,CA-2021-112893,Annie Thurman,55
2/13/21,CA-2021-112942,Ross DeVincentis,147
4/23/21,CA-2021-113061,Ed Ludwig,87
9/13/21,CA-2021-113082,Matt Collister,40
9/3/21,CA-2021-113096,Sam Zeldin,47
8/17/21,CA-2021-113117,Jeremy Pistek,32
11/20/21,CA-2021-113138,Nora Pelletier,35
5/27/21,CA-2021-113236,Cathy Prescott,233
6/11/21,CA-2021-113243,Olvera Toch,1389
3/19/21,CA-2021-113292,Dave Brooks,872
11/26/21,CA-2021-113341,Mark Hamilton,194
10/12/21,CA-2021-113390,Emily Phan,33
11/22/21,CA-2021-113425,Julie Kriz,114
9/9/21,CA-2021-113516,Valerie Mitchum,100
8/19/21,CA-2021-113551,Natalie Fritzler,86
12/16/21,CA-2021-113600,Shahid Hopkins,2
10/15/21,CA-2021-113607,Pauline Webber,1204
12/2/21,CA-2021-113621,Joel Eaton,352
1/23/21,CA-2021-113656,Christy Brittain,60
11/25/21,CA-2021-113726,Steve Carroll,82
12/9/21,CA-2021-113733,Lena Hernandez,334
5/29/21,CA-2021-113747,Valerie Dominguez,186
3/25/21,CA-2021-113803,Vivek Grady,22
11/8/21,CA-2021-113817,Max Jones,28
5/31/21,CA-2021-113831,Anna H�berlin,4317
11/21/21,CA-2021-113845,Frank Atkinson,574
9/26/21,CA-2021-113978,Tony Sayre,642
11/21/21,CA-2021-114104,Nora Paige,960
5/22/21,CA-2021-114209,Alejandro Savely,85
7/23/21,CA-2021-114307,Maureen Fritzler,122
4/8/21,CA-2021-114405,Alan Shonely,70
11/22/21,CA-2021-114482,Denise Monton,445
12/6/21,CA-2021-114489,Justin Ellison,2658
12/27/21,CA-2021-114538,Roy Collins,11
8/27/21,CA-2021-114601,Andrew Allen,1158
7/8/21,CA-2021-114713,Steve Chapman,46
7/19/21,CA-2021-114727,Linda Southworth,2332
10/10/21,CA-2021-114748,Maria Zettner,171
12/23/21,CA-2021-114860,Duane Noonan,885
12/24/21,CA-2021-114867,Frank Merwin,1508
11/22/21,CA-2021-114895,Mike Vittorini,13
1/30/21,CA-2021-114944,Harold Engle,157
6/27/21,CA-2021-114951,Duane Noonan,22
11/4/21,CA-2021-114972,Phillip Flathmann,1490
12/9/21,CA-2021-115224,Doug Bickford,386
11/19/21,CA-2021-115378,Ashley Jarboe,302
3/18/21,CA-2021-115476,Vivian Mathis,163
7/15/21,CA-2021-115483,John Stevenson,220
3/13/21,CA-2021-115504,Mike Caudle,13
7/26/21,CA-2021-115525,Rick Reed,244
12/24/21,CA-2021-115574,Ben Peterman,141
11/11/21,CA-2021-115588,Art Foster,54
9/6/21,CA-2021-115756,Pete Kriz,634
5/21/21,CA-2021-115917,Rick Bensley,1065
9/23/21,CA-2021-116232,Amy Cox,24
11/8/21,CA-2021-116337,Michael Chen,359
7/30/21,CA-2021-116344,Jack O'Briant,85
11/8/21,CA-2021-116379,Lisa DeCherney,58
9/2/21,CA-2021-116526,Joseph Airdo,478
9/3/21,CA-2021-116540,Sonia Sunley,10
1/10/21,CA-2021-116547,Ken Black,150
9/12/21,CA-2021-116561,Eugene Barchas,373
10/28/21,CA-2021-116596,Ben Wallace,512
7/18/21,CA-2021-116603,Annie Thurman,46
11/12/21,CA-2021-116722,Liz Pelletier,525
1/17/21,CA-2021-116736,Chuck Clark,725
8/28/21,CA-2021-116764,Elizabeth Moffitt,9
3/4/21,CA-2021-116799,Jason Gross,606
9/16/21,CA-2021-116911,Justin Deggeller,1149
10/2/21,CA-2021-116918,Jamie Kunitz,36
10/10/21,CA-2021-116974,Michael Paige,24
12/18/21,CA-2021-117121,Adrian Barton,9893
12/31/21,CA-2021-117226,Keith Dawkins,7
7/15/21,CA-2021-117282,Dan Reichenbach,14
9/1/21,CA-2021-117408,Theone Pippenger,24
11/28/21,CA-2021-117583,Cassandra Brandow,345
12/9/21,CA-2021-117590,Gene Hale,1288
9/5/21,CA-2021-117604,Jeremy Pistek,240
5/11/21,CA-2021-117625,Gene McClure,7
12/31/21,CA-2021-117660,Bryan Mills,20
4/10/21,CA-2021-117681,Herbert Flentye,557
4/16/21,CA-2021-117849,Julie Kriz,144
2/4/21,CA-2021-117912,Tracy Blumstein,14
8/28/21,CA-2021-117919,Todd Boyes,94
5/7/21,CA-2021-118052,Brad Eason,111
8/13/21,CA-2021-118073,Cindy Schnelling,562
6/27/21,CA-2021-118101,Skye Norling,548
12/20/21,CA-2021-118129,Clay Ludtke,304
3/20/21,CA-2021-118178,Corey Catlett,31
3/12/21,CA-2021-118255,Odella Nelson,63
10/25/21,CA-2021-118311,Emily Ducich,450
12/17/21,CA-2021-118332,Pete Kriz,564
11/18/21,CA-2021-118500,Heather Jas,50
2/3/21,CA-2021-118514,Liz Carlisle,866
11/14/21,CA-2021-118570,Chuck Clark,217
8/16/21,CA-2021-118626,John Castell,706
10/3/21,CA-2021-118689,Tamara Chand,18337
6/12/21,CA-2021-118745,Seth Vernon,903
11/15/21,CA-2021-118759,Maria Bertelson,448
3/23/21,CA-2021-118899,Marc Crier,168
6/26/21,CA-2021-118913,Alan Shonely,61
8/10/21,CA-2021-118934,Gary Hansen,16
10/3/21,CA-2021-118969,Liz Preis,55
11/5/21,CA-2021-119018,Carl Weiss,51
2/22/21,CA-2021-119025,Paul Van Hugh,490
3/28/21,CA-2021-119074,David Smith,93
3/14/21,CA-2021-119123,Dennis Bolton,51
11/1/21,CA-2021-119165,Bill Donatelli,493
5/27/21,CA-2021-119186,Maurice Satty,477
6/27/21,CA-2021-119445,Gene McClure,15
8/15/21,CA-2021-119515,Toby Ritter,16
9/23/21,CA-2021-119641,Chris Selesnick,19
3/13/21,CA-2021-119683,Clytie Kelty,29
6/5/21,CA-2021-119823,Karen Daniels,76
6/22/21,CA-2021-119865,Adam Shillingsburg,576
11/11/21,CA-2021-119935,Kalyca Meade,119
11/19/21,CA-2021-119963,Steve Nguyen,330
3/4/21,CA-2021-120005,Theresa Swint,61
3/26/21,CA-2021-120082,Damala Kotsonis,60
7/15/21,CA-2021-120180,Theone Pippenger,12
9/20/21,CA-2021-120250,Anne Pryor,26
9/23/21,CA-2021-120257,Pierre Wener,8
9/19/21,CA-2021-120355,Magdelene Morse,693
10/29/21,CA-2021-120369,Victoria Brennan,757
4/8/21,CA-2021-120530,Dorris liebe,659
6/8/21,CA-2021-120558,Ross DeVincentis,32
4/4/21,CA-2021-120796,Carlos Soltero,100
3/10/21,CA-2021-120803,Rick Bensley,200
6/13/21,CA-2021-120824,Arthur Wiediger,547
9/2/21,CA-2021-120859,Cynthia Voltz,22
10/28/21,CA-2021-120873,Ben Wallace,291
10/25/21,CA-2021-121020,Catherine Glotzbach,240
8/9/21,CA-2021-121034,Jill Fjeld,65
9/12/21,CA-2021-121223,Giulietta Dortch,737
11/21/21,CA-2021-121356,Shirley Jackson,128
11/15/21,CA-2021-121370,Eugene Barchas,1629
5/29/21,CA-2021-121377,Tanja Norvell,286
2/21/21,CA-2021-121447,Erin Ashbrook,136
10/5/21,CA-2021-121601,Mary O'Rourke,60
7/18/21,CA-2021-121671,Andrew Allen,590
10/25/21,CA-2021-121748,Victoria Wilson,460
1/16/21,CA-2021-121755,Eric Hoffmann,102
11/14/21,CA-2021-121958,Cindy Stewart,52
6/11/21,CA-2021-121993,Joy Bell-,24
12/30/21,CA-2021-122014,Carlos Daly,153
12/4/21,CA-2021-122063,Michael Moore,612
5/17/21,CA-2021-122133,Jim Radford,553
7/16/21,CA-2021-122322,Rick Huthwaite,44
7/23/21,CA-2021-122392,Caroline Jumper,16
6/10/21,CA-2021-122448,Dean Braden,122
3/12/21,CA-2021-122511,Brad Thomas,30
3/5/21,CA-2021-122518,Randy Ferguson,10
8/22/21,CA-2021-122581,Jay Kimmel,573
5/19/21,CA-2021-122728,Eric Barreto,122
5/28/21,CA-2021-122903,Laura Armstrong,3964
12/27/21,CA-2021-123015,Anthony Johnson,5
4/5/21,CA-2021-123050,Becky Castell,204
9/5/21,CA-2021-123120,Christina VanderZanden,147
9/28/21,CA-2021-123176,James Galang,32
2/19/21,CA-2021-123274,Greg Tran,287
9/17/21,CA-2021-123337,Keith Dawkins,291
4/11/21,CA-2021-123358,Brian Thompson,892
8/22/21,CA-2021-123414,Stephanie Ulpright,37
6/18/21,CA-2021-123512,Mike Vittorini,482
12/25/21,CA-2021-123526,Benjamin Venier,33
11/25/21,CA-2021-123533,Sample Company A,393
4/3/21,CA-2021-123540,Denny Joy,1455
11/29/21,CA-2021-123617,Anthony Jacobs,7
3/27/21,CA-2021-123666,Sibella Parks,460
9/26/21,CA-2021-123722,Nicole Hansen,16
11/25/21,CA-2021-123806,Laura Armstrong,208
9/7/21,CA-2021-123932,Yoseph Carroll,372
9/13/21,CA-2021-123946,Anthony Johnson,1159
9/24/21,CA-2021-124016,Joni Sundaresam,52
12/30/21,CA-2021-124051,Kelly Andreada,186
4/1/21,CA-2021-124100,Erica Hackney,328
4/24/21,CA-2021-124149,Max Jones,243
4/9/21,CA-2021-124233,Clytie Kelty,25
4/13/21,CA-2021-124254,Thomas Boland,192
10/16/21,CA-2021-124352,Cynthia Delaney,1058
11/25/21,CA-2021-124485,Nat Carroll,124
11/12/21,CA-2021-124506,Brenda Bowman,144
11/17/21,CA-2021-124527,Ionia McGrath,8
12/9/21,CA-2021-124562,Julie Prescott,13
9/2/21,CA-2021-124583,Laurel Beltran,13
11/13/21,CA-2021-124590,Susan Pistek,3588
11/12/21,CA-2021-124667,Bryan Davis,143
7/19/21,CA-2021-124681,Susan Vittorini,16
12/6/21,CA-2021-124772,James Galang,192
3/15/21,CA-2021-124793,Muhammed MacIntyre,197
4/11/21,CA-2021-124814,Filia McAdams,36
2/6/21,CA-2021-125017,Karen Bern,132
10/22/21,CA-2021-125080,Victoria Wilson,661
4/19/21,CA-2021-125087,Thea Hudgings,2027
11/6/21,CA-2021-125094,Nora Preis,480
11/11/21,CA-2021-125164,Sally Hughsby,70
1/3/21,CA-2021-125206,Lena Radford,114
10/15/21,CA-2021-125220,Bobby Elias,1650
6/7/21,CA-2021-125318,Roy Collins,328
11/25/21,CA-2021-125661,Cathy Armstrong,181
9/23/21,CA-2021-125724,Suzanne McNair,68
10/16/21,CA-2021-125738,Patrick Bzostek,219
9/30/21,CA-2021-125794,Maris LaWare,36
10/29/21,CA-2021-125815,Denise Leinenbach,12
8/14/21,CA-2021-125843,Roy Franz�sisch,126
1/22/21,CA-2021-125850,Frank Preis,65
5/22/21,CA-2021-125920,Sally Hughsby,4
12/5/21,CA-2021-126004,Becky Martin,611
9/11/21,CA-2021-126102,Dianna Vittorini,277
7/26/21,CA-2021-126158,Sanjit Chand,686
5/6/21,CA-2021-126165,Amy Hunt,71
4/24/21,CA-2021-126270,Art Ferguson,90
9/21/21,CA-2021-126284,Edward Nazzal,84
1/11/21,CA-2021-126529,Deanra Eno,94
1/9/21,CA-2021-126543,Maureen Fritzler,15
7/11/21,CA-2021-126613,Allen Armold,17
10/11/21,CA-2021-126627,William Brown,30
9/3/21,CA-2021-126732,Lena Radford,1804
6/14/21,CA-2021-126795,Greg Tran,34
4/10/21,CA-2021-126809,Edward Becker,35
11/20/21,CA-2021-126858,Janet Molinari,32
5/20/21,CA-2021-126935,Bill Tyler,10
3/13/21,CA-2021-127138,Dean Katz,1632
12/11/21,CA-2021-127194,Bart Watters,63
6/13/21,CA-2021-127208,Stewart Carmichael,225
3/30/21,CA-2021-127236,Troy Blackwell,458
11/29/21,CA-2021-127243,David Smith,740
11/4/21,CA-2021-127250,Sarah Foster,9
6/7/21,CA-2021-127369,Dave Brooks,714
5/22/21,CA-2021-127642,Christine Phan,112
10/8/21,CA-2021-127649,Dionis Lloyd,838
3/21/21,CA-2021-127670,Robert Dilbeck,697
12/2/21,CA-2021-127698,Mike Vittorini,864
11/11/21,CA-2021-127761,Scott Williamson,886
6/12/21,CA-2021-127775,Erica Smith,240
4/2/21,CA-2021-127985,Daniel Byrd,7
3/18/21,CA-2021-128111,Christine Sundaresam,40
6/15/21,CA-2021-128223,Ed Braxton,1293
3/31/21,CA-2021-128258,Cathy Prescott,11
7/26/21,CA-2021-128307,Bill Eplett,21
12/11/21,CA-2021-128412,Arthur Prichep,423
4/10/21,CA-2021-128517,Sean Wendt,523
11/25/21,CA-2021-128531,Neola Schneider,527
8/27/21,CA-2021-128594,Don Jones,1603
8/12/21,CA-2021-128671,Michelle Tran,152
2/27/21,CA-2021-128706,Don Weiss,16
8/30/21,CA-2021-128727,Meg O'Connel,22
9/13/21,CA-2021-128811,Sarah Foster,42
5/8/21,CA-2021-128818,Caroline Jumper,4836
11/4/21,CA-2021-128867,Clay Ludtke,103
8/19/21,CA-2021-128916,Matt Abelman,15
12/10/21,CA-2021-128923,George Bell,19
11/14/21,CA-2021-128972,Tom Stivers,30
12/15/21,CA-2021-129126,Pete Kriz,479
11/2/21,CA-2021-129196,Xylona Preis,68
1/31/21,CA-2021-129238,Sample Company A,166
5/4/21,CA-2021-129280,Susan MacKendrick,1043
7/8/21,CA-2021-129308,Chad Cunningham,85
9/5/21,CA-2021-129630,Ionia McGrath,2824
11/28/21,CA-2021-129686,Greg Guthrie,160
11/27/21,CA-2021-129693,Tamara Chand,7
9/2/21,CA-2021-129714,Adam Bellavance,4439
5/31/21,CA-2021-129728,Jason Gross,168
9/3/21,CA-2021-129847,Tom Ashbrook,84
6/18/21,CA-2021-129861,Denise Monton,377
12/27/21,CA-2021-129868,Mike Caudle,1431
12/2/21,CA-2021-129903,Gary Zandusky,24
4/24/21,CA-2021-130001,Heather Kirkland,36
7/4/21,CA-2021-130029,Guy Thornton,17
7/17/21,CA-2021-130050,Mark Cousins,10
8/9/21,CA-2021-130078,Charles Crestani,11
10/29/21,CA-2021-130162,Jonathan Howell,395
9/12/21,CA-2021-130225,Ryan Crowe,100
9/20/21,CA-2021-130267,Scot Wooten,160
11/27/21,CA-2021-130288,Dean Katz,313
12/2/21,CA-2021-130393,John Murray,345
3/9/21,CA-2021-130400,Sanjit Jacobs,183
9/3/21,CA-2021-130407,Karen Daniels,115
12/17/21,CA-2021-130442,Sandra Flanagan,35
4/9/21,CA-2021-130477,Logan Currie,98
8/23/21,CA-2021-130484,Sheri Gordon,26
5/17/21,CA-2021-130638,Sanjit Chand,311
6/25/21,CA-2021-130680,Bill Donatelli,38
11/20/21,CA-2021-130778,Natalie DeCherney,53
11/12/21,CA-2021-130799,Berenike Kampe,7
11/16/21,CA-2021-130820,Odella Nelson,630
3/25/21,CA-2021-130911,Dan Campbell,320
4/9/21,CA-2021-130946,Zuschuss Carroll,1617
11/15/21,CA-2021-131065,Allen Armold,514
9/18/21,CA-2021-131093,Troy Staebel,295
9/5/21,CA-2021-131205,Anna Andreadi,292
12/9/21,CA-2021-131289,Stefania Perrino,1476
10/5/21,CA-2021-131296,Melanie Seite,239
3/29/21,CA-2021-131380,Chris Cortes,94
9/9/21,CA-2021-131499,Michael Grace,207
11/23/21,CA-2021-131576,Rob Dowd,49
12/18/21,CA-2021-131639,Noel Staavos,25
3/18/21,CA-2021-131737,Gary Zandusky,2073
6/19/21,CA-2021-131744,Stewart Carmichael,465
7/18/21,CA-2021-131835,Matt Collister,815
11/12/21,CA-2021-131968,Laurel Beltran,681
9/27/21,CA-2021-132017,Matt Hagelstein,7
10/17/21,CA-2021-132066,Nona Balk,142
8/27/21,CA-2021-132094,Vivek Grady,53
9/4/21,CA-2021-132143,Filia McAdams,48
6/15/21,CA-2021-132304,Anthony Rawles,1115
5/27/21,CA-2021-132409,Tiffany House,36
9/25/21,CA-2021-132479,Michael Kennedy,442
11/26/21,CA-2021-132549,Jay Kimmel,73
10/24/21,CA-2021-132661,Steven Roelle,379
11/25/21,CA-2021-132731,George Ashbrook,658
12/24/21,CA-2021-132829,Laura Armstrong,921
4/8/21,CA-2021-132899,Sarah Foster,4
8/2/21,CA-2021-132990,Khloe Miller,19
11/8/21,CA-2021-132997,Luke Weiss,1030
9/7/21,CA-2021-133123,Karl Braun,99
5/17/21,CA-2021-133144,Denny Ordway,17
9/6/21,CA-2021-133319,Mark Van Huff,192
12/10/21,CA-2021-133340,Logan Haushalter,133
1/14/21,CA-2021-133368,Anna Gayman,405
8/1/21,CA-2021-133550,Ken Lonsdale,1311
6/18/21,CA-2021-133613,Christine Phan,585
10/22/21,CA-2021-133669,Susan Vittorini,235
10/21/21,CA-2021-133697,Chuck Magee,133
11/27/21,CA-2021-133711,Mark Cousins,3236
5/24/21,CA-2021-133725,Ken Lonsdale,1980
12/19/21,CA-2021-133795,Jeremy Ellison,885
3/15/21,CA-2021-133802,Stephanie Phelps,42
5/11/21,CA-2021-133816,Christopher Schild,744
6/15/21,CA-2021-133872,Vivian Mathis,58
9/19/21,CA-2021-133935,Jane Waco,2056
11/18/21,CA-2021-134110,Barry Gonzalez,82
2/16/21,CA-2021-134138,John Dryer,228
11/4/21,CA-2021-134180,Julie Prescott,542
9/18/21,CA-2021-134208,Cindy Stewart,396
7/11/21,CA-2021-134222,Nick Zandusky,45
2/14/21,CA-2021-134334,Dave Kipp,574
11/13/21,CA-2021-134348,Maurice Satty,43
9/30/21,CA-2021-134362,Linda Southworth,16
10/3/21,CA-2021-134376,Tim Taslimi,61
12/9/21,CA-2021-134425,Quincy Jones,115
1/5/21,CA-2021-134474,Anthony Johnson,256
9/21/21,CA-2021-134516,Filia McAdams,115
3/18/21,CA-2021-134544,Anna Chung,85
11/15/21,CA-2021-134691,Kelly Collister,2
10/29/21,CA-2021-134775,Alejandro Savely,100
4/9/21,CA-2021-134789,Christine Kargatis,216
5/29/21,CA-2021-134803,Clay Ludtke,1158
3/26/21,CA-2021-134887,Toby Braunhardt,1287
12/20/21,CA-2021-134936,Erin Smith,472
7/8/21,CA-2021-135265,Christopher Conant,3137
2/7/21,CA-2021-135461,Erica Bern,624
7/1/21,CA-2021-135594,Adrian Hane,50
10/9/21,CA-2021-135636,Doug Bickford,388
12/24/21,CA-2021-135776,Edward Hooks,1506
9/23/21,CA-2021-135965,Sam Zeldin,128
8/15/21,CA-2021-136021,Jill Matthias,121
12/24/21,CA-2021-136049,Neoma Murray,6
5/25/21,CA-2021-136126,Eugene Hildebrand,261
8/19/21,CA-2021-136133,Helen Wasserman,355
9/6/21,CA-2021-136231,Darrin Martin,229
6/14/21,CA-2021-136287,Sonia Sunley,19
3/14/21,CA-2021-136301,Edward Hooks,4941
10/22/21,CA-2021-136322,Anne Pryor,74
7/10/21,CA-2021-136329,Jonathan Doherty,573
3/20/21,CA-2021-136371,Susan Vittorini,35
4/16/21,CA-2021-136406,Bill Donatelli,1122
12/2/21,CA-2021-136434,Rick Duston,17
12/2/21,CA-2021-136483,Allen Goldenen,5
9/6/21,CA-2021-136595,Elizabeth Moffitt,21
12/13/21,CA-2021-136686,Roy Franz�sisch,440
8/15/21,CA-2021-136770,Stephanie Phelps,787
11/19/21,CA-2021-136812,Arthur Wiediger,1118
7/15/21,CA-2021-136924,Erin Smith,381
5/28/21,CA-2021-136994,Lynn Smith,13
12/24/21,CA-2021-137043,Logan Currie,859
7/15/21,CA-2021-137050,Steven Ward,664
6/17/21,CA-2021-137127,Jennifer Jackson,9
9/10/21,CA-2021-137176,Daniel Byrd,15
4/29/21,CA-2021-137204,Bill Overfelt,42
8/23/21,CA-2021-137239,Craig Reiter,251
12/10/21,CA-2021-137330,Ken Black,80
3/9/21,CA-2021-137337,Giulietta Baptist,196
5/7/21,CA-2021-137393,Gene McClure,42
8/29/21,CA-2021-137652,Edward Becker,18
9/6/21,CA-2021-137673,Marina Lichtenstein,116
5/6/21,CA-2021-137729,Barry Franz,252
11/11/21,CA-2021-137736,Debra Catini,42
7/31/21,CA-2021-137743,Katherine Hughes,1046
1/15/21,CA-2021-137848,William Brown,126
7/21/21,CA-2021-137939,Pauline Johnson,90
9/30/21,CA-2021-138037,Andy Reiter,27
1/22/21,CA-2021-138079,Anthony Johnson,110
11/10/21,CA-2021-138233,Philip Fox,480
5/20/21,CA-2021-138282,Anna H�berlin,88
10/22/21,CA-2021-138478,Dennis Pardue,4685
4/9/21,CA-2021-138520,Jeremy Lonsdale,448
5/25/21,CA-2021-138583,Dennis Pardue,17
12/19/21,CA-2021-138597,Parhena Norris,564
12/28/21,CA-2021-138667,Mitch Webber,40
6/13/21,CA-2021-138688,Darrin Van Huff,15
5/29/21,CA-2021-138695,Kimberly Carter,452
4/25/21,CA-2021-138933,Jack Lebron,4
3/16/21,CA-2021-138968,Fred Chung,1357
2/21/21,CA-2021-139010,Matthew Clasen,512
10/2/21,CA-2021-139157,Greg Matthias,331
5/7/21,CA-2021-139234,Art Ferguson,29
5/26/21,CA-2021-139269,Julia Barnett,1312
4/19/21,CA-2021-139381,Roy Franz�sisch,233
12/13/21,CA-2021-139395,Matthew Grinstein,732
9/6/21,CA-2021-139409,Fred Wasserman,44
10/21/21,CA-2021-139549,Muhammed Yedwab,387
4/27/21,CA-2021-139556,Dennis Bolton,435
12/30/21,CA-2021-139689,Michael Paige,41
10/8/21,CA-2021-139808,Mick Crebagga,93
11/12/21,CA-2021-139878,Lisa DeCherney,258
12/5/21,CA-2021-139885,Ellis Ballard,213
12/19/21,CA-2021-139934,Andy Yotov,67
6/13/21,CA-2021-139941,Christy Brittain,146
7/2/21,CA-2021-139997,Eugene Moren,1500
11/22/21,CA-2021-140018,Chloris Kastensmidt,236
7/29/21,CA-2021-140046,Khloe Miller,19
6/21/21,CA-2021-140081,Catherine Glotzbach,538
11/1/21,CA-2021-140130,Helen Wasserman,736
11/6/21,CA-2021-140207,Christopher Schild,29
9/28/21,CA-2021-140249,Shaun Weien,1002
8/23/21,CA-2021-140256,Pauline Webber,6
6/24/21,CA-2021-140382,Ruben Dartt,998
9/26/21,CA-2021-140417,Katrina Edelman,65
12/25/21,CA-2021-140438,Pauline Webber,198
6/24/21,CA-2021-140501,Irene Maddox,616
6/30/21,CA-2021-140543,Corey-Lock,192
12/6/21,CA-2021-140564,Tony Chapman,34
3/16/21,CA-2021-140571,Sanjit Jacobs,365
7/23/21,CA-2021-140613,Kristina Nunn,86
10/4/21,CA-2021-140634,Hunter Lopez,16
10/29/21,CA-2021-140641,Emily Phan,38
1/15/21,CA-2021-140746,Roy Collins,182
9/6/21,CA-2021-140774,Brad Eason,108
9/19/21,CA-2021-140928,Nona Balk,383
11/11/21,CA-2021-140935,Aaron Bergman,564
6/17/21,CA-2021-140977,James Lanier,91
5/15/21,CA-2021-141019,Logan Haushalter,79
12/10/21,CA-2021-141082,Fred McMath,126
5/16/21,CA-2021-141180,Darren Powers,8
6/21/21,CA-2021-141397,Roy Collins,410
12/20/21,CA-2021-141523,Mark Haberlin,38
9/25/21,CA-2021-141551,Benjamin Patterson,13
10/18/21,CA-2021-141586,Neil Knudson,18
1/11/21,CA-2021-141887,Mark Packer,55
7/22/21,CA-2021-141957,Jason Gross,196
10/16/21,CA-2021-142097,Quincy Jones,343
12/16/21,CA-2021-142335,Michael Paige,1949
9/20/21,CA-2021-142370,Theone Pippenger,255
4/13/21,CA-2021-142398,Beth Paige,651
6/12/21,CA-2021-142405,Sanjit Engle,459
9/5/21,CA-2021-142524,Mick Brown,297
10/29/21,CA-2021-142545,Jonathan Doherty,1264
12/2/21,CA-2021-142594,Eva Jacobs,1517
11/21/21,CA-2021-142615,Brendan Murry,28
5/24/21,CA-2021-142762,Lisa DeCherney,37
7/22/21,CA-2021-142895,Beth Paige,370
9/13/21,CA-2021-142902,Ben Peterman,503
12/14/21,CA-2021-142958,Rob Williams,1120
12/3/21,CA-2021-143154,Alan Schoenberger,166
11/5/21,CA-2021-143308,Roy Collins,11
9/27/21,CA-2021-143406,Lisa Ryan,548
11/6/21,CA-2021-143441,Evan Bailliet,12
9/12/21,CA-2021-143476,Linda Cazamias,33
12/12/21,CA-2021-143609,Deborah Brumfield,404
5/24/21,CA-2021-143714,Christopher Conant,8539
12/6/21,CA-2021-143749,Aleksandra Gannaway,82
12/2/21,CA-2021-143805,Jonathan Doherty,2145
8/13/21,CA-2021-143910,Becky Castell,146
7/29/21,CA-2021-143924,Steve Carroll,130
6/27/21,CA-2021-144015,Adam Hart,262
11/6/21,CA-2021-144092,Logan Haushalter,344
8/1/21,CA-2021-144148,Anna H�berlin,863
11/1/21,CA-2021-144218,Jonathan Doherty,1085
12/11/21,CA-2021-144309,Chris McAfee,699
